,log,number_of_clusters,clustering_technique,discovery_algo,align_weighted_average_f1,runtime,distance_metric,token_weighted_average_f1,f1_score_threshold,max_distance,minimum_cluster_size,neighbourhood_size,meta,flag_condition,align_weighted_average_fitness,align_weighted_average_precision,token_weighted_average_precision,token_weighted_average_fitness,clusters,number_of_traces,number_of_variants,number_of_activities,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
90,bpi2013,4,K-means,inductive miner,0.8508696747047314,25.682323235,levenshtein,,0.95,2,300,10,,yes,1.0,0.7594401587571952,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 2811': 0.7169041218979159}",,,,3038.0,1171.0,534.0,2811.0,0.0
91,bpi2013,5,K-means,inductive miner,0.8546290599505233,94.441592586,levenshtein,,0.95,2,300,10,,yes,1.0,0.7655394747163577,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 131': 0.9892384105960266, 'cluster 2683': 0.7143457093527865}",,,,3038.0,1171.0,534.0,131.0,2683.0
92,bpi2013,3,K-means,inductive miner,0.8522342697874183,34.71328182900001,levenshtein,,0.95,2,300,10,,yes,1.0,0.7609242359943968,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 3345': 0.7293004947653282}",,,,3038.0,1171.0,3345.0,0.0,0.0
93,KIM,3,K-means,inductive miner,0.7205416971721107,22.438775478,BOA,,0.95,2,300,10,,yes,1.0,0.569240969724344,,,"{'cluster 16982': 0.7589526970397935, 'cluster 1648': 0.8399396516252914, 'cluster 6140': 0.5822577511310961}",24770.0,1174.0,18.0,16982.0,1648.0,6140.0,0.0,0.0
94,bpi2012,3,DBSCAN,inductive miner,0.7126207172463406,5.854839748,BOA,,0.95,2,300,10,8 activites sampled,yes,1.0,0.6031249305939684,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 8391': 0.5517896945063591}",13087.0,575.0,8.0,3480.0,1216.0,8391.0,0.0,0.0
95,bpi2012,3,K-means,inductive miner,0.7717399293383088,11.553683660999999,BOA,,0.95,2,300,10,8 activites sampled,yes,1.0,0.6707297988628579,,,"{'cluster 5356': 1.0, 'cluster 1716': 0.6244464896591244, 'cluster 6015': 0.6105087745628245}",13087.0,575.0,8.0,5356.0,1716.0,6015.0,0.0,0.0
96,bpi2012,4,K-means,inductive miner,0.8198404127730506,11.039537693,BOA,,0.95,2,300,10,8 activites sampled,yes,1.0,0.7355852176069398,,,"{'cluster 4696': 1.0, 'cluster 1876': 1.0, 'cluster 1908': 0.6689132266217355, 'cluster 4607': 0.6253451368714221}",13087.0,575.0,8.0,4696.0,1876.0,1908.0,4607.0,0.0
97,bpi2012,4,DBSCAN,inductive miner,0.7776522237097767,5.817928340000003,BOA,,0.95,2,300,10,8 activites sampled,yes,1.0,0.6981168752902324,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 2240': 1.0, 'cluster 6151': 0.5269280851389772}",13087.0,575.0,8.0,3480.0,1216.0,2240.0,6151.0,0.0
98,bpi2012,4,K-means,inductive miner,0.7970430139016762,10.369785336,BOA,,0.95,2,300,10,8 activites sampled,yes,1.0,0.7117774503601888,,,"{'cluster 4696': 1.0, 'cluster 1876': 1.0, 'cluster 1400': 0.6287431576687775, 'cluster 5115': 0.5823385146031178}",13087.0,575.0,8.0,4696.0,1876.0,1400.0,5115.0,0.0
99,bpi2012,5,K-means,inductive miner,0.795421223486016,13.132149925999995,BOA,,0.95,2,300,10,8 activites sampled,yes,1.0,0.7160563767277929,,,"{'cluster 4696': 1.0, 'cluster 1876': 1.0, 'cluster 1400': 0.6684925253908478, 'cluster 508': 0.9419291338582677, 'cluster 4608': 0.5260597737495204}",13087.0,575.0,8.0,4696.0,1876.0,1400.0,508.0,4608.0
100,bpi2012,5,DBSCAN,inductive miner,0.7953695986104939,8.959661693000001,BOA,,0.95,2,300,10,8 activites sampled,yes,1.0,0.7168316056877504,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 2240': 1.0, 'cluster 1855': 0.6810467721132306, 'cluster 4296': 0.514352927082284}",13087.0,575.0,8.0,3480.0,1216.0,2240.0,1855.0,4296.0
101,bpi2012,5,DBSCAN,inductive miner,0.7946033197341106,6.388585851000003,levenshtein,,0.95,2,300,10,8 activites sampled,yes,1.0,0.7162986859146901,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 2240': 1.0, 'cluster 1534': 0.7015299547808158, 'cluster 4617': 0.5169648461612592}",13087.0,575.0,8.0,3480.0,1216.0,2240.0,1534.0,4617.0
102,bpi2012,4,DBSCAN,inductive miner,0.8117268227060812,5.7412627180000015,levenshtein,,0.95,2,300,10,8 activites sampled,yes,1.0,0.7311485596442584,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 2240': 1.0, 'cluster 6151': 0.5994259354177345}",13087.0,575.0,8.0,3480.0,1216.0,2240.0,6151.0,0.0
103,bpi2012,3,DBSCAN,inductive miner,0.7613999674678025,6.2611733560000005,levenshtein,,0.95,2,300,10,8 activites sampled,yes,1.0,0.6522199715906778,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 8391': 0.6278681175367812}",13087.0,575.0,8.0,3480.0,1216.0,8391.0,0.0,0.0
104,bpi2012,3,DBSCAN,inductive miner,0.8381173012581542,64.086947329,BOA,,0.95,2,300,10,9 activites sampled,yes,1.0,0.7723880189326997,,,"{'cluster 4696': 1.0, 'cluster 3376': 1.0, 'cluster 5015': 0.5775555576401723}",13087.0,1901.0,9.0,4696.0,3376.0,5015.0,0.0,0.0
105,bpi2012,4,DBSCAN,inductive miner,0.8463352950664667,65.567470002,BOA,,0.95,2,300,10,9 activites sampled,yes,1.0,0.7826452515818384,,,"{'cluster 4696': 1.0, 'cluster 3376': 1.0, 'cluster 381': 0.8673679644290208, 'cluster 4634': 0.576936299544107}",13087.0,1901.0,9.0,4696.0,3376.0,381.0,4634.0,0.0
106,bpi2012,4,DBSCAN,inductive miner,0.8459184387708781,68.78380314500001,levenshtein,,0.95,2,300,10,9 activites sampled,yes,1.0,0.7822339043779062,,,"{'cluster 4696': 1.0, 'cluster 3376': 1.0, 'cluster 381': 0.8673679644290208, 'cluster 4634': 0.5757590448310368}",13087.0,1901.0,9.0,4696.0,3376.0,381.0,4634.0,0.0
107,bpi2012,5,DBSCAN,inductive miner,0.8626604487488504,67.61347371699999,levenshtein,,0.95,2,300,10,9 activites sampled,yes,1.0,0.8039342072408582,,,"{'cluster 4696': 1.0, 'cluster 3376': 1.0, 'cluster 381': 0.8673679644290208, 'cluster 725': 0.8999060150375939, 'cluster 3912': 0.5719136551055057}",13087.0,1901.0,9.0,4696.0,3376.0,381.0,725.0,3912.0
108,bpi2012,5,DBSCAN,inductive miner,0.8610001818811939,63.067907207000005,BOA,,0.95,2,300,10,9 activites sampled,yes,1.0,0.8023123494216199,,,"{'cluster 4696': 1.0, 'cluster 3376': 1.0, 'cluster 381': 0.8673679644290208, 'cluster 725': 0.8999060150375939, 'cluster 3912': 0.5663582120335161}",13087.0,1901.0,9.0,4696.0,3376.0,381.0,725.0,3912.0
109,bpi2012,5,K-means,inductive miner,0.8442502297219361,88.34879279200001,BOA,,0.95,2,300,10,9 activites sampled,yes,1.0,0.7794393260354913,,,"{'cluster 4696': 1.0, 'cluster 3376': 1.0, 'cluster 1047': 0.6970624929114212, 'cluster 442': 0.6260077776723892, 'cluster 3526': 0.5587586184235747}",13087.0,1901.0,9.0,4696.0,3376.0,1047.0,442.0,3526.0
110,bpi2012,4,K-means,inductive miner,0.8445172646657736,83.23559019400001,BOA,,0.95,2,300,10,9 activites sampled,yes,1.0,0.779603683099296,,,"{'cluster 4696': 1.0, 'cluster 3376': 1.0, 'cluster 1047': 0.6970624929114212, 'cluster 3968': 0.567130295514799}",13087.0,1901.0,9.0,4696.0,3376.0,1047.0,3968.0,0.0
111,bpi2013,4,K-means,inductive miner,0.8508696747047314,24.332928306,levenshtein,,0.95,2,300,10,9 activites sampled,yes,1.0,0.7594401587571952,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 2811': 0.7169041218979159}",7554.0,1511.0,4.0,3038.0,1171.0,534.0,2811.0,0.0
112,bpi2012,4,K-means,inductive miner,0.7949419983102751,5.476041228,levenshtein,,0.85,2,300,10,8 activites sampled,yes,1.0,0.7097718195904422,,,"{'cluster 4696': 1.0, 'cluster 1876': 1.0, 'cluster 1298': 0.6396599750264145, 'cluster 5217': 0.5752592072651491}",13087.0,575.0,8.0,4696.0,1876.0,1298.0,5217.0,0.0
113,bpi2012,4,K-means,inductive miner,0.8350630516068199,10.963634225,BOA,,0.85,2,300,10,8 activites sampled,yes,1.0,0.7524255150630693,,,"{'cluster 4696': 1.0, 'cluster 1876': 1.0, 'cluster 1400': 0.6260018380388552, 'cluster 5115': 0.6803651188903332}",13087.0,575.0,8.0,4696.0,1876.0,1400.0,5115.0,0.0
114,bpi2012,3,K-means,inductive miner,0.7887620967974472,12.103202007,BOA,,0.85,2,300,10,8 activites sampled,yes,1.0,0.6888459535197091,,,"{'cluster 5356': 1.0, 'cluster 1716': 0.6244464896591244, 'cluster 6015': 0.6475443698309451}",13087.0,575.0,8.0,5356.0,1716.0,6015.0,0.0,0.0
115,bpi2012,3,K-means,inductive miner,0.7025725344669652,5.886186007999999,levenshtein,,0.85,2,300,10,8 activites sampled,yes,1.0,0.6070529199925937,,,"{'cluster 5356': 1.0, 'cluster 1533': 0.6658745136413411, 'cluster 6198': 0.45462748130961583}",13087.0,575.0,8.0,5356.0,1533.0,6198.0,0.0,0.0
116,bpi2012,5,K-means,inductive miner,0.8308713880712533,5.730855548000001,levenshtein,,0.85,2,300,10,8 activites sampled,yes,1.0,0.7509709332470882,,,"{'cluster 4696': 1.0, 'cluster 1876': 1.0, 'cluster 1298': 0.6396599750264145, 'cluster 508': 0.9419291338582677, 'cluster 4710': 0.6355978937350909}",13087.0,575.0,8.0,4696.0,1876.0,1298.0,508.0,4710.0
117,bpi2012,5,K-means,inductive miner,0.8329747154890055,13.120403771,BOA,,0.85,2,300,10,8 activites sampled,yes,1.0,0.7533068343156114,,,"{'cluster 4696': 1.0, 'cluster 1876': 1.0, 'cluster 1400': 0.665394488743497, 'cluster 508': 0.9419291338582677, 'cluster 4608': 0.6336633663366337}",13087.0,575.0,8.0,4696.0,1876.0,1400.0,508.0,4608.0
118,bpi2012,5,DBSCAN,inductive miner,0.7948998883002149,6.644453600000002,BOA,,0.85,2,300,10,8 activites sampled,yes,1.0,0.7196072710074037,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 570': 0.915629700533297, 'cluster 2240': 1.0, 'cluster 5581': 0.5276735188820879}",13087.0,575.0,8.0,3480.0,1216.0,570.0,2240.0,5581.0
119,bpi2012,4,DBSCAN,inductive miner,0.77246833096162,5.810185827000001,BOA,,0.85,2,300,10,8 activites sampled,yes,1.0,0.6675135702853965,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 570': 0.915629700533297, 'cluster 7821': 0.6254167137182893}",13087.0,575.0,8.0,3480.0,1216.0,570.0,7821.0,0.0
120,bpi2012,3,DBSCAN,inductive miner,0.7667129549739871,5.908943603000001,BOA,,0.85,2,300,10,8 activites sampled,yes,1.0,0.6578981333540787,,,"{'cluster 3480': 1.0, 'cluster 1216': 1.0, 'cluster 8391': 0.6361545038427564}",13087.0,575.0,8.0,3480.0,1216.0,8391.0,0.0,0.0
121,road,3,K-means,inductive miner,0.9153888561659916,,levenshtein,,0.85,2,300,10,9 activites sampled,yes,1.0,0.8687879637805234,,,"{'cluster 49970': 0.9999950982074145, 'cluster 56482': 1.0, 'cluster 43918': 0.7103071006023879}",150370.0,231.0,11.0,,,,,
122,road,3,K-means,inductive miner,0.9239139488365264,,levenshtein,,0.85,2,300,30,9 activites sampled,yes,1.0,0.8792761060086812,,,"{'cluster 49970': 0.9999950982074145, 'cluster 56482': 1.0, 'cluster 43918': 0.7394960023025627}",150370.0,231.0,11.0,,,,,
123,road,3,K-means,inductive miner,0.92984256904623,,levenshtein,,0.95,2,300,30,9 activites sampled,yes,1.0,0.8868609365538431,,,"{'cluster 49970': 0.9999950982074145, 'cluster 56482': 1.0, 'cluster 43918': 0.7597948916174935}",150370.0,231.0,11.0,,,,,
124,KIM,3,K-means,inductive miner,0.7302288487814228,,levenshtein,,0.85,2,300,30,9 activites sampled,yes,1.0,0.5962017816943912,,,"{'cluster 8956': 0.917916193129743, 'cluster 7567': 0.6290284511478353, 'cluster 8247': 0.6192618975154838}",24770.0,1174.0,18.0,,,,,
125,KIM,3,K-means,inductive miner,0.7541544902924834,,levenshtein,,0.85,2,300,10,9 activites sampled,yes,1.0,0.6231333293168045,,,"{'cluster 8956': 0.917916193129743, 'cluster 7171': 0.7079929398521304, 'cluster 8643': 0.6227619955102635}",24770.0,1174.0,18.0,,,,,
126,KIM,3,K-means,inductive miner,0.7274809956529769,,levenshtein,,0.95,2,300,30,9 activites sampled,yes,1.0,0.593336200826485,,,"{'cluster 8956': 0.917916193129743, 'cluster 7567': 0.6290284511478353, 'cluster 8247': 0.6110086754963729}",24770.0,1174.0,18.0,,,,,
127,TSL,3,K-means,inductive miner,0.7086419340747878,,levenshtein,,0.95,2,300,30,9 activites sampled,yes,1.0,0.5555102545189714,,,"{'cluster 2404': 0.8472347809086244, 'cluster 1760': 0.8681674025247186, 'cluster 13648': 0.6636579050404663}",17812.0,2551.0,40.0,,,,,
128,TSL,3,K-means,inductive miner,0.7086419340747878,,levenshtein,,0.85,2,300,30,9 activites sampled,yes,1.0,0.5555102545189714,,,"{'cluster 2404': 0.8472347809086244, 'cluster 1760': 0.8681674025247186, 'cluster 13648': 0.6636579050404663}",17812.0,2551.0,40.0,,,,,
129,TSL,3,K-means,inductive miner,0.7207577178869915,,levenshtein,,0.85,2,300,10,9 activites sampled,yes,1.0,0.5789296156457693,,,"{'cluster 1989': 0.9646864686468647, 'cluster 1040': 1.0, 'cluster 14783': 0.668292977397313}",17812.0,2551.0,40.0,,,,,
130,bpi2018_ref,3,K-means,inductive miner,0.9811995149741852,,levenshtein,,0.95,2,300,30,9 activites sampled,yes,1.0,0.9653250709704342,,,"{'cluster 30738': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2732': 0.8623266874747861}",43802.0,515.0,6.0,,,,,
131,bpi2018_ref,3,K-means,inductive miner,0.9811995149741852,,levenshtein,,0.85,2,300,30,9 activites sampled,yes,1.0,0.9653250709704342,,,"{'cluster 30738': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2732': 0.8623266874747861}",43802.0,515.0,6.0,,,,,
132,bpi2018_ref,3,K-means,inductive miner,0.9811995149741852,,levenshtein,,0.85,2,300,10,9 activites sampled,yes,1.0,0.9653250709704342,,,"{'cluster 30738': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2732': 0.8623266874747861}",43802.0,515.0,6.0,,,,,
133,bpi2013,3,K-means,inductive miner,0.8522342697874183,,levenshtein,,0.85,2,300,10,9 activites sampled,yes,1.0,0.7609242359943968,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 3345': 0.7293004947653282}",7554.0,1511.0,4.0,,,,,
